"question category","question type","is correct","question/answer text","points","attempts","random","is feedback","correct feedback text","incorrect feedback text"
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/integral-calculus/problems/problem28/options/option28_3.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","TRUE",<p><img src="https://mathproblemsolved.com/images/integral-calculus/problems/problem28/options/option28_4.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"integral-calculus","mchoice","",<p>Solve the following: </p><p><img src="images/integral-calculus/problems/problem29/question/question29.jpg" alt="" /></p>,"10","1","1","TRUE",<a href="https://www.mathproblemsolved.com/index.php/index.php/integral-calculus/30028-integral-calculus.2"  target="_blank"/>Click for Complete solution</a>,<a href="https://www.mathproblemsolved.com/index.php/index.php/integral-calculus/30028-integral-calculus.2"  target="_blank"/>Click for Complete solution</a>
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/integral-calculus/problems/problem29/options/option29_1.jpg" alt="" /></p>,"0","","","","Correct. Check the solution if needed",""
"","","TRUE",<p><img src="https://mathproblemsolved.com/images/integral-calculus/problems/problem29/options/option29_2.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/integral-calculus/problems/problem29/options/option29_3.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/integral-calculus/problems/problem29/options/option29_4.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"integral-calculus","mchoice","",<p>Solve the following: </p><p><img src="images/integral-calculus/problems/problem30/question/question30.jpg" alt="" /></p>,"10","1","1","TRUE",<a href="https://www.mathproblemsolved.com/index.php/index.php/integral-calculus/30029-integral-calculus.2"  target="_blank"/>Click for Complete solution</a>,<a href="https://www.mathproblemsolved.com/index.php/index.php/integral-calculus/30029-integral-calculus.2"  target="_blank"/>Click for Complete solution</a>
"","","TRUE",<p><img src="https://mathproblemsolved.com/images/integral-calculus/problems/problem30/options/option30_1.jpg" alt="" /></p>,"0","","","","Correct. Check the solution if needed",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/integral-calculus/problems/problem30/options/option30_2.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/integral-calculus/problems/problem30/options/option30_3.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
"","","FALSE",<p><img src="https://mathproblemsolved.com/images/integral-calculus/problems/problem30/options/option30_4.jpg" alt="" /></p>,"0","","","","Incorrect: Check solution",""
